temperature,years_temp,co2_levels,years_co2
214.2,14976.3,201.81,35672.5
213.7,15005.4,200.5,35701.6
213.1,15036.5,203.29,35854.6
213.6,15067.6,198.8,35948.3
214.0,15098.7,204.12,36086.5
214.8,15128.36667,201.78,36173.1
214.4,15158.03333,200.09,36261.8
213.7,15187.7,198.96,36506.3
214.7,15216.36667,205.1,36591.8
214.7,15245.03333,203.77,36669.6
214.2,15273.7,203.75,36712.8
214.0,15303.86667,202.76,36820.2
213.0,15334.03333,203.51,36939.8
213.2,15364.2,206.36,37023.4
213.8,15393.06667,210.16,37118.6
213.4,15421.93333,207.35,37143.2
214.3,15450.8,208.25,37296.5
215.6,15481.0,209.66,37302.0
213.9,15511.2,206.59,37338.1
214.4,15541.4,212.51,37431.0
213.5,15571.8,209.84,37461.3
213.3,15602.2,214.3,37618.6
213.3,15632.6,212.14,37647.5
213.3,15665.56667,212.09,37777.2
214.1,15698.53333,214.21,37895.0
213.6,15731.5,211.21,38000.3
213.9,15765.1,214.36,38088.5
215.3,15798.7,208.34,38165.6
213.3,15832.3,206.52,38192.4
215.2,15864.66667,207.41,38284.2
213.7,15897.03333,208.0,38359.2
213.7,15929.4,210.79,38412.8
214.1,15962.63333,207.23,38472.9
214.9,15995.86667,210.08,38533.2
215.5,16029.1,208.23,38573.6
215.7,16062.26667,204.79,38621.8
215.1,16095.43333,204.46,38670.8
214.4,16128.6,206.54,38723.4
214.3,16161.43333,206.09,38812.6
213.9,16194.26667,205.65,38874.7
215.1,16227.1,205.99,38955.6
215.6,16261.33333,202.34,38976.8
215.4,16295.56667,204.28,39053.6
214.9,16329.8,207.32,39120.5
214.2,16364.46667,208.69,39265.7
217.4,16399.13333,209.5,39303.2
216.4,16433.8,209.33,39319.9
216.2,16469.83333,207.87,39339.8
215.7,16505.86667,204.78,39379.4
215.9,16541.9,191.53,39402.9
215.4,16577.4,198.14,39454.4
215.9,16612.9,200.4,39515.4
213.1,16648.4,195.7,39621.0
214.6,16684.5,196.67,39709.2
215.7,16720.6,193.58,39757.1
214.2,16756.7,193.87,39885.0
214.2,16793.06667,197.55,39900.5
214.9,16829.43333,192.6,40042.7
213.8,16865.8,193.08,40112.1
214.2,16903.3,193.69,40145.3
213.0,16940.8,197.9,40308.4
213.5,16978.3,201.32,40485.95
214.2,17017.76667,201.48,40553.44
213.4,17057.23333,200.47,40754.3
214.0,17096.7,200.97,40907.39
214.8,17136.26667,201.53,41167.9
214.4,17175.83333,204.19,41303.59
214.1,17215.4,205.49,41605.97
214.8,17257.03333,201.12,41759.21
214.4,17298.66667,199.89,41900.69
214.2,17340.3,200.9,42315.82
212.9,17382.9,204.83,42628.3
216.1,17425.5,206.35,42849.87
213.9,17468.1,204.26,42968.08
213.3,17508.76667,203.16,43171.89
213.3,17549.43333,201.66,43350.66
214.4,17590.1,204.22,43515.82
214.3,17632.5,203.18,43661.16
213.9,17674.9,201.69,43809.01
214.1,17717.3,204.31,44095.2
213.7,17760.73333,202.0,44204.45
213.3,17804.16667,206.22,44350.47
212.7,17847.6,204.83,44490.5
213.0,17892.36667,212.29,44655.54
212.8,17937.13333,210.44,44816.01
212.9,17981.9,211.49,44996.16
212.7,18028.46667,207.95,45142.02
212.8,18075.03333,213.92,45280.39
213.7,18121.6,214.5,45460.32
213.3,18165.2,217.51,45696.06
213.1,18208.8,222.72,45877.11
212.5,18252.4,221.77,46057.33
213.3,18296.86667,219.25,46181.26
212.1,18341.33333,218.35,46308.55
213.7,18385.8,216.42,46635.9
213.1,18431.43333,214.18,46746.44
213.2,18477.06667,210.84,46887.94
212.9,18522.7,210.27,47086.28
213.2,18566.33333,207.6,47314.98
212.9,18609.96667,204.26,47524.36
212.7,18653.6,203.79,47710.39
212.3,18698.1,205.66,47943.75
213.1,18742.6,206.18,48223.18
211.8,18787.1,200.98,48427.86
212.6,18832.83333,201.58,48987.95
212.5,18878.56667,200.12,49302.98
212.0,18924.3,204.06,49462.66
211.6,18966.63333,203.87,49728.32
211.7,19008.96667,204.38,50006.51
212.6,19051.3,206.74,50220.55
212.4,19095.63333,207.41,50527.41
212.4,19139.96667,207.64,51029.17
212.3,19184.3,211.57,51431.45
211.1,19227.8,215.08,51779.53
212.1,19271.3,213.82,52086.82
212.4,19314.8,219.08,52384.78
211.7,19358.73333,220.72,52573.68
211.7,19402.66667,221.15,52800.74
211.8,19446.6,223.72,53108.25
211.6,19490.93333,223.26,53400.45
210.4,19535.26667,221.14,53806.25
211.5,19579.6,220.37,54156.6
211.1,19622.2,217.96,54387.13
211.4,19664.8,213.89,54694.61
211.7,19707.4,216.86,55014.49
209.7,19748.43333,208.19,55293.46
211.1,19789.46667,214.78,55553.13
210.3,19830.5,210.27,55909.54
210.4,19874.1,207.67,56237.13
210.3,19917.7,212.44,56503.58
209.5,19961.3,215.7,57210.94
210.8,20005.6,217.38,57476.27
210.7,20049.9,223.72,57843.72
210.1,20094.2,224.35,58217.01
211.1,20137.53333,223.15,58433.32
209.9,20180.86667,231.29,59105.07
211.1,20224.2,226.35,59380.41
209.1,20265.0,223.45,59733.47
210.0,20305.8,216.66,60109.88
210.1,20346.6,212.87,60373.06
209.4,20390.03333,217.25,60516.63
210.1,20433.46667,213.78,60817.62
209.4,20476.9,207.95,61060.88
209.0,20517.8,210.57,61234.84
209.0,20558.7,210.9,61554.11
209.0,20599.6,206.38,61900.72
208.8,20641.43333,202.56,62552.01
210.4,20683.26667,202.71,62774.57
209.6,20725.1,200.15,62960.9
208.8,20768.3,197.4,63555.79
209.6,20811.5,197.24,63896.88
209.7,20854.7,199.73,64113.78
209.0,20895.1,203.7,64657.29
208.7,20935.5,201.67,64867.42
208.9,20975.9,199.17,65046.72
209.3,21018.23333,208.98,65546.45
209.3,21060.56667,198.17,65764.51
209.6,21102.9,200.59,65937.23
209.3,21144.03333,204.39,66439.31
209.1,21185.16667,207.21,66959.71
209.1,21226.3,201.14,67314.59
209.2,21269.06667,203.76,67729.68
209.0,21311.83333,200.17,68146.19
209.1,21354.6,203.43,68619.99
208.2,21396.23333,205.42,69081.53
209.8,21437.86667,211.26,69592.02
209.3,21479.5,215.55,70052.16
210.0,21523.06667,220.33,70427.26
208.6,21566.63333,225.17,70928.87
209.3,21610.2,235.02,71279.17
208.9,21651.0,237.56,71693.65
209.2,21691.8,239.46,72092.81
209.5,21732.6,232.79,72490.15
208.8,21776.26667,232.33,72866.04
209.7,21819.93333,230.89,73219.32
208.4,21863.6,232.74,73750.96
209.2,21908.96667,231.33,74221.48
210.1,21954.33333,241.24,74525.65
208.1,21999.7,243.27,75067.95
208.6,22042.13333,249.52,75545.13
210.0,22084.56667,249.94,75850.65
209.0,22127.0,239.34,76247.47
209.2,22172.16667,238.01,76696.74
210.7,22217.33333,231.68,77056.48
209.0,22262.5,224.92,77615.92
209.6,22309.43333,226.65,78080.75
208.6,22356.36667,224.14,78507.95
209.4,22403.3,227.3,78969.54
208.8,22449.1,229.26,79410.36
208.9,22494.9,234.74,79877.76
208.3,22540.7,230.6,80330.36
209.1,22584.96667,233.92,80721.79
208.3,22629.23333,230.33,81206.94
208.6,22673.5,234.13,81711.43
209.6,22717.96667,238.89,82068.79
209.7,22762.43333,240.87,82526.72
210.0,22806.9,246.32,82988.26
209.0,22853.26667,247.1,83554.11
208.1,22899.63333,250.79,83940.9
208.7,22946.0,243.16,84357.44
209.1,22992.7,238.42,84936.77
209.5,23039.4,234.69,85367.47
209.1,23086.1,228.76,85890.69
209.8,23132.66667,223.38,86498.32
208.7,23179.23333,221.06,87027.64
209.3,23225.8,223.63,87581.18
209.0,23269.56667,217.8,88136.18
208.8,23313.33333,223.99,88701.05
208.8,23357.1,227.38,89244.72
208.3,23402.9,228.88,89696.26
209.6,23448.7,229.74,90317.29
209.7,23494.5,231.56,90834.02
209.2,23542.9,231.12,91445.03
209.0,23591.3,233.74,91949.74
208.9,23639.7,232.46,92667.82
208.9,23686.13333,235.16,93424.71
209.5,23732.56667,238.21,93823.21
209.2,23779.0,242.41,94568.55
209.1,23825.7,242.91,95234.11
209.0,23872.4,246.2,95921.48
209.1,23919.1,245.76,96474.88
208.4,23969.76667,242.35,97270.89
209.3,24020.43333,239.86,97927.46
209.0,24071.1,243.18,98583.72
209.8,24123.03333,242.99,99361.42
209.5,24174.96667,245.63,100076.85
208.5,24226.9,247.87,100543.18
208.5,24279.9,244.76,101325.68
209.3,24332.9,240.07,101971.89
209.9,24385.9,237.07,102764.78
210.6,24436.56667,240.68,103308.74
208.4,24487.23333,247.76,104274.33
208.8,24537.9,238.88,104331.23
209.6,24591.93333,242.36,104966.45
208.9,24645.96667,248.78,105507.15
208.4,24700.0,257.58,105989.87
208.9,24750.4,241.4,106256.38
209.5,24800.8,244.83,106368.25
209.8,24851.2,240.34,106974.82
210.0,24907.7,236.43,108401.91
209.1,24964.2,244.44,109129.42
209.4,25020.7,244.13,109839.97
208.9,25076.06667,246.69,110555.36
209.1,25131.43333,257.93,111876.8
208.7,25186.8,256.79,112636.06
208.5,25242.5,263.12,112941.73
208.8,25298.2,264.75,113119.27
209.7,25353.9,260.58,113678.64
208.5,25408.93333,267.9,114250.0
208.6,25463.96667,275.07,114815.39
210.1,25519.0,276.96,115446.67
209.4,25578.1,273.16,115908.58
209.1,25637.2,273.63,116475.58
209.8,25696.3,274.03,117185.55
209.3,25753.3,274.98,117619.36
208.6,25810.3,277.72,118658.27
209.5,25867.3,267.74,119242.52
208.5,25922.76667,274.59,119715.5
209.1,25978.23333,268.73,120144.12
208.9,26033.7,276.82,120542.91
209.1,26089.9,279.48,121426.02
208.8,26146.1,276.61,121841.97
209.0,26202.3,278.25,122100.0
209.4,26257.03333,279.0,122292.36
210.1,26311.76667,279.16,123013.95
209.7,26366.5,274.6,123630.91
210.3,26421.7,275.87,123959.48
209.5,26476.9,281.54,124404.52
209.3,26532.1,275.52,124817.45
209.7,26588.6,276.81,125292.63
208.2,26645.1,275.15,126013.7
209.1,26701.6,273.02,126699.91
209.5,26757.06667,274.93,126962.03
209.2,26812.53333,275.78,127313.83
209.8,26868.0,276.88,127503.55
209.6,26923.56667,276.03,128024.48
209.5,26979.13333,280.72,128172.67
209.9,27034.7,285.76,128466.73
209.6,27090.93333,271.08,128878.0
209.2,27147.16667,268.44,129078.04
209.1,27203.4,260.61,129655.64
208.1,27259.13333,251.84,130373.03
208.6,27314.86667,250.84,130818.36
208.9,27370.6,241.13,131322.2
209.0,27426.7,232.28,131976.24
207.9,27482.8,228.0,132709.88
208.8,27538.9,224.63,132931.96
209.1,27592.6,222.74,133775.81
209.4,27646.3,212.43,134522.28
209.5,27700.0,203.74,136565.55
208.7,27748.6,199.18,137763.42
209.2,27797.2,198.55,138834.3
208.4,27845.8,192.75,139949.97
208.4,27897.5,196.51,142360.56
210.5,27949.2,194.59,143651.3
209.5,28000.9,196.02,144799.59
208.6,28052.96667,193.59,146108.24
208.3,28105.03333,195.81,148233.47
208.4,28157.1,201.78,149466.15
208.5,28205.46667,202.51,150594.88
208.6,28253.83333,202.35,151444.85
208.9,28302.2,198.78,153774.66
208.6,28352.13333,196.3,154889.13
209.1,28402.06667,189.38,156306.82
208.6,28452.0,189.0,158666.0
208.5,28505.56667,185.5,159716.0
208.7,28559.13333,187.5,160155.0
209.1,28612.7,204.3,163858.0
209.1,28665.56667,196.5,164334.65
208.3,28718.43333,191.6,166143.0
208.0,28771.3,190.1,166784.0
208.2,28819.23333,186.7,167914.1
208.9,28867.16667,183.8,168745.5
208.6,28915.1,196.6,169514.4
208.6,28962.03333,197.8,171939.0
208.8,29008.96667,197.7,174442.0
208.9,29055.9,196.0,175833.35
209.2,29105.16667,190.3,176853.0
208.3,29154.43333,189.4,177533.93
208.4,29203.7,190.1,177729.5
208.9,29253.3,207.7,179873.0
208.0,29302.9,213.2,181302.0
209.5,29352.5,217.7,182196.0
208.9,29399.96667,198.1,183258.0
208.3,29447.43333,199.7,184371.0
209.5,29494.9,203.4,186411.0
208.6,29541.0,210.7,188437.0
208.5,29587.1,231.3,189806.5
209.3,29633.2,231.4,191254.5
208.1,29677.83333,220.3,191964.08
208.5,29722.46667,218.0,193074.5
209.4,29767.1,226.5,195126.5
208.5,29812.93333,220.0,195799.5
209.1,29858.76667,226.4,197587.35
208.9,29904.6,241.2,198327.45
208.5,29951.53333,242.6,198938.0
208.3,29998.46667,250.9,201752.0
208.3,30045.4,239.1,202744.5
209.4,30090.73333,247.6,203842.0
209.0,30136.06667,244.4,205203.28
208.7,30181.4,231.9,205575.76
208.3,30230.53333,232.2,205944.58
208.9,30279.66667,228.6,206359.94
208.7,30328.8,226.3,206896.85
208.8,30380.66667,229.4,207240.3
208.5,30432.53333,231.4,207622.89
209.2,30484.4,238.1,208108.78
209.7,30535.6,237.2,208274.53
210.2,30586.8,230.0,208821.57
209.6,30638.0,240.5,209082.26
211.5,30688.03333,242.2,209445.04
209.2,30738.06667,244.6,209966.09
209.4,30788.1,243.9,210175.17
209.8,30838.33333,247.2,210832.07
207.9,30888.56667,252.0,211058.47
209.3,30938.8,246.9,211577.84
210.6,30989.93333,239.5,212078.75
210.7,31041.06667,257.4,212533.08
209.8,31092.2,243.4,213330.35
209.5,31142.6,251.2,214158.81
209.0,31193.0,241.4,215080.75
210.1,31243.4,240.3,215912.34
209.6,31291.66667,242.6,216306.15
208.6,31339.93333,247.5,216864.97
208.2,31388.2,251.7,217415.64
209.3,31438.93333,251.1,217694.96
209.0,31489.66667,245.3,218200.79
208.5,31540.4,240.5,219067.61
209.0,31593.93333,214.1,220935.62
209.7,31647.46667,216.1,221697.46
209.5,31701.0,207.1,222539.58
210.2,31753.66667,208.8,223129.04
210.6,31806.33333,205.6,224271.51
209.7,31859.0,203.3,226259.83
209.8,31910.83333,215.7,226849.84
209.8,31962.66667,235.5,227719.98
209.6,32014.5,234.5,228439.42
209.0,32068.23333,233.1,228766.99
209.3,32121.96667,224.5,229572.05
209.5,32175.7,232.4,231129.66
209.2,32224.83333,233.9,232191.77
210.1,32273.96667,241.6,232856.06
209.6,32323.1,245.2,235990.86
210.1,32370.83333,252.1,236426.01
209.7,32418.56667,241.4,236850.8
210.2,32466.3,247.4,237391.66
210.3,32514.5,243.1,237905.53
210.2,32562.7,239.1,238425.34
211.0,32610.9,245.6,239008.26
209.8,32661.26667,245.8,239387.04
210.9,32711.63333,247.4,239738.66
210.5,32762.0,252.8,240190.37
209.0,32811.56667,259.7,241333.05
209.5,32861.13333,263.2,241855.4
210.0,32910.7,279.0,242685.46
210.1,32961.8,280.2,243138.52
210.0,33012.9,263.7,244121.77
210.1,33064.0,252.3,244582.34
210.6,33120.53333,249.9,245057.01
210.1,33177.06667,236.7,245564.0
209.5,33233.6,230.4,246188.81
208.6,33288.53333,219.4,246870.49
209.0,33343.46667,214.7,249099.87
209.0,33398.4,200.2,251390.57
208.6,33450.2,213.9,252132.26
210.0,33502.0,195.4,252953.72
208.4,33553.8,196.7,253756.68
209.2,33601.96667,195.4,254587.11
209.2,33650.13333,199.0,256298.66
210.1,33698.3,201.9,257060.59
208.5,33745.93333,204.0,257908.07
209.8,33793.56667,203.9,259396.9
209.4,33841.2,209.6,260894.24
209.2,33891.4,205.7,261293.92
209.2,33941.6,208.9,262054.58
209.1,33991.8,214.6,262817.1
209.5,34041.6,228.1,264583.76
209.5,34091.4,199.9,266134.45
209.5,34141.2,211.7,267007.0
209.5,34193.86667,188.7,268257.83
209.5,34246.53333,187.2,268995.5
210.8,34299.2,194.2,269940.47
209.7,34356.1,198.8,271036.04
209.6,34413.0,184.7,272149.64
209.9,34469.9,190.4,273165.83
208.9,34526.66667,193.9,274164.08
208.5,34583.43333,194.1,275154.64
209.1,34640.2,198.4,276257.72
208.9,34694.6,193.2,277443.0
208.4,34749.0,202.2,278590.91
209.0,34803.4,204.5,279619.05
209.5,34858.53333,211.0,280558.95
209.3,34913.66667,215.3,281400.74
209.5,34968.8,223.7,282592.89
208.5,35019.46667,231.3,284434.68
209.5,35070.13333,228.0,285931.32
208.0,35120.8,226.4,286609.96
209.2,35170.93333,231.4,287443.86
210.9,35221.06667,230.4,287820.05
210.1,35271.2,231.0,288286.43
209.5,35320.16667,234.9,290184.5
209.9,35369.13333,220.4,290863.79
211.3,35418.1,217.1,291562.87
210.3,35467.43333,207.6,292818.31
211.5,35516.76667,206.0,293650.74
210.0,35566.1,206.7,294455.29
209.7,35614.23333,212.7,295364.23
210.1,35662.36667,213.1,296828.87
209.6,35710.5,217.1,298704.62
210.2,35757.36667,224.4,299376.28
210.0,35804.23333,231.0,300115.87
210.6,35851.1,236.1,301025.62
209.4,35899.93333,239.0,302084.19
210.4,35948.76667,236.0,303116.0
210.3,35997.6,240.2,304100.92
209.2,36046.66667,240.7,305099.81
208.6,36095.73333,250.2,305778.15
208.9,36144.8,248.6,306581.12
209.1,36192.8,244.8,307463.27
208.5,36240.8,225.8,308325.7
209.1,36288.8,227.8,309423.73
209.8,36340.93333,226.2,310010.98
209.1,36393.06667,233.2,310776.1
209.6,36445.2,237.8,311670.03
210.2,36494.3,239.0,312593.43
210.3,36543.4,241.9,313343.13
210.4,36592.5,251.6,314051.85
210.8,36644.13333,256.7,314836.21
210.3,36695.76667,257.1,315657.52
210.6,36747.4,246.8,316450.72
210.9,36797.16667,272.6,317149.87
210.1,36846.93333,251.6,317932.55
210.3,36896.7,245.2,318852.6
209.9,36945.16667,233.4,319829.66
210.2,36993.63333,255.8,320916.34
210.3,37042.1,249.2,321817.45
210.6,37090.03333,257.2,323383.35
209.1,37137.96667,260.4,324166.92
210.3,37185.9,260.3,325007.41
209.6,37233.7,260.5,325823.0
208.8,37281.5,266.2,326591.09
208.8,37329.3,264.0,327435.84
208.8,37377.1,266.1,328086.81
208.8,37424.9,270.1,328770.75
208.8,37472.7,271.9,329414.29
209.2,37515.5,275.1,330053.33
209.8,37558.3,265.0,331293.55
209.2,37601.1,271.7,332144.12
209.4,37645.13333,272.6,332798.62
208.8,37689.16667,273.1,333500.09
209.3,37733.2,282.4,333997.56
210.2,37775.96667,289.1,334349.5
210.3,37818.73333,288.4,334543.89
209.8,37861.5,298.6,335102.31
211.0,37904.03333,278.1,335707.51
210.0,37946.56667,285.8,336377.54
210.6,37989.1,278.6,336867.82
210.7,38027.9,270.5,337516.67
209.9,38066.7,255.7,338213.5
211.0,38105.5,241.9,338991.44
211.0,38142.0,239.6,339983.89
210.0,38178.5,234.2,340735.08
210.3,38215.0,250.1,342791.56
210.7,38250.33333,200.7,343923.59
211.3,38285.66667,205.2,345000.85
210.7,38321.0,204.8,346320.91
209.9,38362.93333,211.9,347544.81
210.6,38404.86667,220.3,349139.09
211.3,38446.8,221.1,351676.35
210.8,38485.4,216.2,353174.6
210.2,38524.0,209.4,354412.98
210.1,38562.6,209.2,355817.77
210.3,38603.4,193.0,359010.38
211.5,38644.2,186.1,360683.84
209.8,38685.0,185.8,362567.6
209.7,38724.23333,201.2,365190.23
210.5,38763.46667,206.3,368065.9
210.7,38802.7,201.9,371385.87
210.5,38841.76667,199.9,373457.62
209.7,38880.83333,214.7,375204.6
210.2,38919.9,224.6,377034.88
209.1,38958.3,229.6,378760.24
210.4,38996.7,227.0,382931.49
210.3,39035.1,240.0,384557.45
210.3,39074.76667,239.1,386283.71
210.3,39114.43333,246.8,387824.82
209.3,39154.1,245.8,389410.21
209.7,39192.73333,258.1,392287.25
209.8,39231.36667,259.5,392977.15
210.0,39270.0,273.6,394003.69
210.5,39308.53333,260.7,394906.1
210.5,39347.06667,276.3,398275.13
210.3,39385.6,277.1,399926.16
210.1,39428.46667,283.2,400710.08
210.3,39471.33333,283.1,402140.92
210.6,39514.2,275.7,402859.84
209.9,39557.46667,276.5,404313.3
210.3,39600.73333,280.5,405062.63
210.4,39644.0,279.6,406542.8
209.7,39688.7,285.6,407282.5
209.5,39733.4,284.5,408818.72
209.8,39778.1,274.7,409598.24
210.2,39825.13333,282.6,410453.8
211.3,39872.16667,283.5,411347.97
211.7,39919.2,274.9,413258.65
210.4,39964.56667,264.9,414210.86
210.5,40009.93333,271.6,415179.59
210.4,40055.3,276.4,415945.61
211.7,40098.26667,271.7,416425.32
210.5,40141.23333,273.4,417440.44
211.5,40184.2,271.8,417956.78
210.4,40227.63333,274.6,418505.3
211.5,40271.06667,273.7,419575.78
210.2,40314.5,271.2,420133.76
211.5,40360.2,273.8,420701.76
211.2,40405.9,268.6,421912.15
212.3,40451.6,266.4,422532.65
212.2,40494.43333,270.6,423225.5
212.1,40537.26667,267.7,424507.75
213.2,40580.1,268.3,425132.26
211.9,40628.3,270.8,425740.91
213.1,40676.5,270.0,426237.27
213.7,40724.7,265.4,426621.56
212.2,40773.86667,255.3,427154.96
211.2,40823.03333,252.1,427941.4
211.1,40872.2,248.2,428840.2
210.5,40922.2,242.5,429178.36
212.4,40972.2,219.7,431023.76
212.8,41022.2,227.2,432179.31
211.2,41069.3,211.5,433850.3
211.1,41116.4,207.6,434379.07
210.7,41163.5,209.8,435939.69
212.5,41209.33333,207.5,437485.42
211.1,41255.16667,200.3,439063.42
212.0,41301.0,201.7,440659.58
211.8,41348.26667,201.3,442230.78
211.3,41395.53333,202.0,443844.65
211.7,41442.8,199.1,445331.73
211.9,41492.6,201.1,447219.18
211.9,41542.4,203.5,448459.18
212.0,41592.2,208.1,449571.04
211.5,41643.8,201.7,450642.89
211.2,41695.4,201.2,451747.28
210.8,41747.0,204.9,452735.84
212.2,41800.76667,201.9,453775.64
211.5,41854.53333,198.4,454864.31
211.8,41908.3,193.3,456001.61
211.9,41963.5,192.5,457114.44
210.6,42018.7,199.1,457745.13
211.5,42073.9,204.3,458208.29
212.4,42129.23333,203.3,458794.01
210.3,42184.56667,208.3,459211.55
210.6,42239.9,202.4,460252.21
210.1,42292.06667,195.5,461286.06
210.3,42344.23333,190.7,462414.1
210.4,42396.4,194.4,463526.65
210.1,42447.0,199.9,464599.47
210.4,42497.6,205.2,465265.36
210.3,42548.2,210.0,465601.73
209.3,42598.86667,208.1,466632.3
209.1,42649.53333,204.4,467706.64
209.2,42700.2,203.4,468877.71
210.2,42751.7,205.5,470040.13
209.1,42803.2,206.5,470725.98
210.5,42854.7,215.5,471200.79
209.8,42901.93333,218.7,471824.53
210.6,42949.16667,229.2,472263.07
210.2,42996.4,232.7,472863.27
211.1,43043.1,243.7,473217.82
210.1,43089.8,243.9,473800.85
210.6,43136.5,245.6,474092.36
210.7,43183.83333,241.2,474974.11
209.7,43231.16667,233.1,475925.2
209.8,43278.5,232.8,476949.8
209.9,43327.4,236.6,477941.0
211.1,43376.3,239.1,478892.46
210.8,43425.2,236.5,479402.95
211.1,43473.9,231.3,479775.69
209.8,43522.6,220.8,480328.3
209.4,43571.3,218.8,480726.68
209.6,43621.1,223.8,481662.96
209.6,43670.9,223.4,482580.96
209.5,43720.7,227.3,483395.38
209.9,43770.83333,231.4,484179.79
210.2,43820.96667,231.4,484936.18
208.9,43871.1,231.2,485667.52
210.2,43921.86667,233.0,486398.67
210.3,43972.63333,232.9,487129.25
210.5,44023.4,231.3,487848.07
210.7,44075.33333,237.1,488565.45
209.7,44127.26667,242.0,489302.09
211.0,44179.2,240.9,489719.79
211.9,44232.2,252.8,490026.29
210.8,44285.2,249.3,490494.91
210.7,44338.2,242.6,490733.95
210.5,44387.2,243.3,491451.08
209.7,44436.2,246.7,492154.55
211.6,44485.2,243.7,492863.78
209.5,44536.83333,239.7,493593.11
210.5,44588.46667,239.1,494300.39
209.6,44640.1,238.3,495024.13
210.4,44689.76667,238.5,495725.69
210.1,44739.43333,237.6,496444.07
209.3,44789.1,236.4,497187.63
209.9,44838.8,236.5,497965.98
209.5,44888.5,232.8,498737.42
209.6,44938.2,230.6,499526.78
209.5,44987.23333,230.8,500304.78
209.2,45036.26667,228.2,501083.96
209.3,45085.3,230.8,501861.42
210.1,45132.16667,231.2,502637.64
209.4,45179.03333,232.0,503418.93
210.8,45225.9,232.2,504177.19
210.1,45272.63333,234.1,504911.78
209.9,45319.36667,233.9,505684.24
210.8,45366.1,235.5,506483.73
210.7,45412.46667,236.0,507312.4
210.5,45458.83333,238.2,508117.72
209.8,45505.2,237.0,508940.98
211.2,45549.93333,240.3,509784.98
209.8,45594.66667,233.4,510652.33
210.7,45639.4,236.4,511512.45
210.3,45683.43333,235.2,512363.78
210.9,45727.46667,242.0,513204.74
211.5,45771.5,238.2,514033.12
211.2,45813.6,239.2,514847.78
211.3,45855.7,241.5,515650.78
211.1,45897.8,243.0,516420.98
211.7,45938.36667,247.2,517154.98
211.5,45978.93333,246.2,517876.01
210.8,46019.5,245.5,518600.46
211.5,46062.46667,245.3,519329.13
210.2,46105.43333,247.7,520073.36
210.3,46148.4,245.5,520821.81
211.8,46192.53333,243.5,521574.47
211.4,46236.66667,241.9,523801.82
210.9,46280.8,236.8,524570.87
210.4,46323.7,235.8,525337.0
210.2,46366.6,233.7,526107.0
210.9,46409.5,230.3,526895.81
210.7,46447.7,227.8,527698.69
210.5,46485.9,224.7,528516.69
211.1,46524.1,222.7,529403.43
209.9,46565.46667,221.2,530290.51
209.6,46606.83333,220.3,531201.38
210.6,46648.2,220.7,532078.76
210.6,46691.2,214.5,532592.53
209.7,46734.2,211.4,532987.57
209.7,46777.2,204.4,533554.37
210.1,46823.4,200.0,533932.24
209.5,46869.6,195.1,534668.18
209.5,46915.8,193.8,535043.56
209.8,46961.8,190.5,535695.05
210.1,47007.8,199.8,536178.47
211.1,47053.8,199.4,537334.47
210.5,47101.36667,205.0,538440.76
209.8,47148.93333,206.4,539513.82
210.1,47196.5,212.9,540583.82
209.9,47242.1,211.2,541653.82
210.4,47287.7,205.0,542740.21
210.7,47333.3,203.6,543844.87
210.3,47383.06667,208.1,544885.99
210.5,47432.83333,210.3,545864.91
210.5,47482.6,209.6,546830.15
210.7,47533.7,209.7,547806.68
210.6,47584.8,204.6,548770.78
210.5,47635.9,202.5,549720.11
211.1,47686.6,208.8,550230.73
211.1,47737.3,213.6,550582.55
211.6,47788.0,215.2,551381.09
211.2,47842.3,219.9,552111.09
211.3,47896.6,221.7,552681.56
211.3,47950.9,222.3,553020.92
211.7,48011.76667,226.3,553245.99
211.5,48072.63333,222.1,553619.39
211.7,48133.5,220.3,553808.65
211.3,48197.1,223.6,554479.62
211.4,48260.7,224.3,555158.35
213.0,48324.3,226.7,555842.35
211.2,48384.56667,233.9,556407.02
212.1,48444.83333,241.0,556923.29
211.6,48505.1,243.0,557198.65
212.8,48562.6,249.1,557385.05
212.2,48620.1,244.0,557657.14
212.9,48677.6,250.5,557838.21
212.0,48738.56667,245.6,558154.56
214.0,48799.53333,240.4,558306.02
213.1,48860.5,238.1,558777.69
212.2,48921.63333,234.5,559316.01
211.4,48982.76667,229.7,559636.76
212.5,49043.9,230.2,559872.62
213.0,49099.93333,230.3,560436.62
211.9,49155.96667,228.3,560965.6
212.2,49212.0,231.6,561450.74
212.2,49271.1,231.9,561888.07
212.1,49330.2,234.6,562310.49
212.6,49389.3,234.1,562655.6
212.5,49449.0,240.1,563134.85
213.4,49508.7,242.3,563535.74
213.7,49568.4,245.7,563927.9
214.2,49628.2,245.8,564310.56
212.6,49688.0,247.6,564724.36
212.8,49747.8,251.4,565134.3
213.2,49804.3,252.4,565538.96
212.6,49860.8,252.6,565895.64
213.0,49917.3,251.4,566245.3
211.7,49972.4,253.7,566588.64
211.8,50027.5,254.3,566918.35
211.4,50082.6,253.9,567239.49
212.4,50138.13333,254.5,567548.65
211.8,50193.66667,253.2,567884.89
211.8,50249.2,253.9,568204.14
212.1,50306.43333,252.8,568534.24
211.5,50363.66667,253.0,568930.15
211.5,50420.9,250.2,569314.59
212.0,50474.6,251.3,569683.93
211.8,50528.3,250.0,570067.25
213.3,50582.0,251.3,570463.46
211.6,50636.03333,251.8,570862.13
